route_id,boardings
EDA1,36906.06994666786
EDA2,6468.232230358197
EDA3,18129.36242222547
EDA4,25172.79954618997
EDA5,4478.9698144451995
R04,772.6863545223086
R06,15698.22916360974
R07,6614.859711843392
R09,12827.163262674
R10,35646.6818392781
R11,32704.64813236225
R12,11424.243001708539
R13,25418.890661236725
R15,35951.00635627636
R16,67609.9684580755
R17,6302.105719868165
R19,17417.903438262598
R20,18656.06371499046
RTA,25833.393573138936
quenedi,44880.64174705416
