route_id,boardings
EDA1,36736.557292589096
EDA2,7343.001519602501
EDA3,25385.908798268913
EDA4,25456.55268892691
EDA5,13210.304899479675
R04,2679.29059355428
R06,22456.872905868484
R07,7632.544877274031
R09,13522.180600601672
R10,32834.04252172523
R11,34119.483723063604
R12,25715.401475292238
R13,24103.00001113487
R15,38788.135358586944
R16,66647.50883885687
R17,7014.624724057054
R19,17421.05122191552
R20,18828.938642646423
RTA,26396.431420897887
