route_id,boardings
EDA1,47310.00151203187
EDA2,24287.62911259302
EDA3,39785.0555704614
EDA4,27779.852726513345
EDA5,2057.393595646683
QUENEDI,110062.00871319987
R04,2092.402683846499
R06,10133.32198246269
R07,13943.261426011524
R09,16330.861795147317
R10,51351.6158193825
R11,37900.552595562054
R12,34179.0138156835
R13,18269.846267076886
R15,49165.993394601624
R16,29760.72581804602
R17,6390.647237726451
R19,13261.805916358264
R20,25828.942547663664
RTA,41217.0378494883
