route_id,boardings
EDA1,35213.687009270805
EDA2,19351.222942901946
EDA3,32868.97169923034
EDA4,33341.46401628674
EDA5,3589.464158682843
R04,4665.668678929737
R06,12931.208876264747
R07,17712.8627434486
R09,12449.232952330427
R10,33915.44235573218
R11,32561.334722317966
R12,29408.94102335272
R13,22593.537402006947
R15,51503.547801599314
R16,35317.31151166536
R17,9650.224923351048
R19,12326.260457406763
R20,24078.891503730556
RTA,38016.71170381822
