route_id,boardings
EDA1,14922.122690116837
EDA2,5801.672934675152
EDA3,10799.967467429775
EDA4,5841.212883104784
EDA5,3550.852736736616
R04,1557.776937581904
R06,3523.0033418179564
R07,5756.362934819698
R09,9191.873682330317
R10,14531.079348912017
R11,17708.41997547617
R12,10400.113290907555
R13,29656.35569011442
R15,23231.46704568644
R16,44536.59365584724
R17,2261.633487470119
R19,21710.142037269543
R20,22423.374567594412
RTA,14762.2144084747
