route_id,boardings
EDA1,47715.3307263369
EDA2,21707.72925476514
EDA3,38598.41658325247
EDA4,32769.02373199463
EDA5,4737.9208741291
R04,4468.469595401127
R06,16261.057135502328
R07,22985.23238039028
R09,18885.873254298906
R10,47037.67398124166
R11,40606.04473558005
R12,40338.07298256891
R13,31593.05263943915
R15,68612.93207960078
R16,45842.519810194295
R17,10096.101408536459
R19,13542.66504057126
R20,26324.800113208
RTA,47681.677196548095
